,Year,Population,YearlyChange,Migrants(net),MedianAge,FertilityRate,UrbanPopulation,Yearly%Change,UrbanPop%,Country,Continent,LossFunctCheck
1431,2021,2570418.15525496,51161.818813323975,-4684.196985147893,21.876660256853597,3.6434529402649787,1451463.4428892136,0.019904083975102963,56.467989067142376,Namibia,Africa,0.07662688360861623
1432,2022,2612545.222760439,53553.80908334255,-4641.706067442894,22.026386006069686,3.6900105892145802,1507527.5885968208,0.020498710842125487,57.70340645066245,Namibia,Africa,0.07662688360861623
1433,2023,2655050.4809826612,56086.49004739523,-4579.05944429338,22.176352909160016,3.7433558739612636,1564984.9607172012,0.02112445335752601,58.943698883570164,Namibia,Africa,0.07662688360861623
1434,2024,2697933.9299218655,58759.86170530319,-4496.257115706801,22.32656096612436,3.8034887945032096,1623835.559249401,0.021779577718200435,60.18811436558896,Namibia,Africa,0.07662688360861623
1435,2025,2693600.5952184796,43868.12201154168,-6929.877164056059,22.446661170651282,3.0161912613355355,1508743.0461665243,0.016286052984029544,56.012129223788996,Namibia,Africa,0.230341007959722
1436,2030,2874711.0230832696,44844.51442704041,-8290.955070074182,23.176463314097305,2.719076669414676,1680296.2081615776,0.015599659954322106,58.45096062418743,Namibia,Africa,0.230341007959722
1437,2035,3055821.4509480745,45820.9068425392,-9652.032976092305,23.90626545754327,2.4219620774938306,1851849.3701566309,0.014994628311259212,60.6007058947142,Namibia,Africa,0.230341007959722
1438,2040,3236931.8788128644,46797.299258037936,-11013.110882110544,24.636067600989293,2.124847485572971,2023402.5321516842,0.014457301237738964,62.50988923788416,Namibia,Africa,0.230341007959722
1439,2050,3599152.7345424592,48750.08408903546,-13735.26669414679,26.09567188788128,1.530618301731252,2366508.8561417907,0.013544877832263708,65.75183190836808,Namibia,Africa,0.230341007959722
1440,2020,10707.896293954458,135.85911763785407,0.0,0.0,0.0,10734.921153011499,0.012687750600886786,100.25238252514922,Nauru,Oceania,0.1262726923257938
1441,2021,10758.033522933256,160.66610610019416,0.0,0.0,0.0,10790.472597225336,0.01493452365227315,100.30153349329996,Nauru,Oceania,0.1262726923257938
1442,2022,10809.810356953181,187.288262644317,0.0,0.0,0.0,10846.83006077935,0.0173257676554749,100.34246395268495,Nauru,Oceania,0.1262726923257938
1443,2023,10863.226796012837,215.72558727115393,0.0,0.0,0.0,10903.993543673074,0.01985833411397913,100.37527291315688,Nauru,Oceania,0.1262726923257938
1444,2024,10918.282840113156,245.97807997930795,0.0,0.0,0.0,10961.963045907207,0.022529007865192716,100.40006479437932,Nauru,Oceania,0.1262726923257938
1445,2025,10768.635614179722,49.60840890354439,0.0,0.0,0.0,10919.301731244836,0.004606749701719126,101.39911983711958,Nauru,Oceania,0.3338021433765297
