,Year,YearlyChange,Migrants(net),MedianAge,FertilityRate,UrbanPopulation,Yearly%Change,UrbanPop%,Country,Continent,LossFunctCheck,Population
718,2040,-83762.48062654538,-56500.6026380877,52.403503709810366,1.3766281945589451,1489027.0680131912,-4.065256369632978,72.2671621890599,Lithuania,Europe,0.07743534264327462,2060447.6817807108
719,2050,-101245.86232481431,-66855.36768342974,56.41957955482269,1.2988046166529266,1282118.791838415,-5.904081057796527,74.76585313139154,Lithuania,Europe,0.07743534264327462,1714845.398186326
720,2022,13636.008410025388,11164.805527491495,40.29937322883052,1.5542856507298666,572671.4549005628,2.1372638070584964,89.75866962612308,Luxembourg,Europe,0.05214872105897158,638012.4140497446
721,2025,14005.116240725387,11637.025556471664,40.325391591096434,1.5145259686727117,592708.1253091507,2.1366664006011646,90.42549272306316,Luxembourg,Europe,0.06466287137839037,655465.7403132729
722,2030,15618.300906842458,13038.445589447743,40.88948887056881,1.497460840890354,635757.6364385821,2.23868097463034,91.12761584376118,Luxembourg,Europe,0.06466287137839037,697656.3915910982
723,2035,17231.48557295953,14439.865622423822,41.45358615004119,1.4803957131079963,678807.1475680135,2.3290605455609654,91.74966016432118,Luxembourg,Europe,0.06466287137839037,739847.0428689197
724,2040,18844.6702390766,15841.2856553999,42.01768342951357,1.4633305853256386,721856.658697445,2.4096882260435524,92.30458635181755,Luxembourg,Europe,0.06466287137839037,782037.6941467449
725,2050,22071.039571310743,18644.12572135206,43.14587798845835,1.4292003297609224,807955.6809563041,2.5473863864150683,93.25230448909821,Luxembourg,Europe,0.06466287137839037,866418.9967023917
726,2022,9910.73835244216,5174.8688191100955,40.6413232810537,1.3371880170079748,688481.0642441511,1.4390067183101811,99.96519347446458,Macao,Asia,0.09715711727687093,688720.7840197086
727,2025,9831.235779060189,5771.528441879636,40.522671063478924,0.99260511129431,703578.0708985999,1.3969546732544516,99.97386861930265,Macao,Asia,0.8527546983499977,703761.9736191295
728,2030,9748.223825226713,5643.552349546582,42.08882934872213,0.9163891178895263,756790.123248145,1.288035146286352,99.99486004655014,Macao,Asia,0.8527546983499977,756829.0239076689
729,2035,9665.211871393243,5515.576257213521,43.654987633965334,0.8401731244847461,810002.17559769,1.1933891494640918,100.01310061930889,Macao,Asia,0.8527546983499977,809896.074196212
730,2040,9582.199917559774,5387.600164880467,45.221145919208425,0.763957131079966,863214.2279472388,1.11038347360219,100.02909782067889,Macao,Asia,0.8527546983499977,862963.1244847514
731,2050,9416.176009892835,5131.647980214344,48.353462489694834,0.6115251442704022,969638.3326463327,0.9716440999293987,100.05583625362918,Macao,Asia,0.8527546983499977,969097.2250618339
732,2022,753630.9174879789,-724.9371102061123,19.770660974187194,3.8507666238742786,11014827.850948334,2.6067663988394414,38.0996618697122,Madagascar,Africa,0.07289220864049421,28910565.895874023
733,2025,779719.7337180562,-1354.740313272876,19.497114591920877,3.757741137675197,11455636.626545787,2.6075986483372042,38.31082027484565,Madagascar,Africa,0.04688522170251871,29901830.7213521
734,2030,846951.1475680172,-1275.3915910964533,19.893239901071723,3.381422093981854,12809898.68219304,2.5951261443834035,39.25055544527962,Madagascar,Africa,0.04688522170251871,32636222.690024614
735,2035,914182.5614179745,-1196.0428689200307,20.2893652102226,3.0051030502885396,14164160.737840176,2.58458206123705,40.04499462199002,Madagascar,Africa,0.04688522170251871,35370614.65869737
736,2040,981413.9752679355,-1116.6941467436081,20.685490519373474,2.6287840065952253,15518422.79348731,2.575551252005305,40.72541685989556,Madagascar,Africa,0.04688522170251871,38105006.62737012
737,2050,1115876.8029678501,-957.9967023907666,21.477741137675196,1.876145919208568,18226946.90478158,2.560889903095656,41.8300695637461,Madagascar,Africa,0.04688522170251871,43573790.564715624
738,2022,511481.85459274054,-23414.366859078407,17.530968123905495,4.0778122290248575,3656075.474182129,2.582536764396124,18.459988835772766,Malawi,Africa,0.41799609206618604,19805404.57910347
739,2025,520567.63643858396,-33094.59439406451,17.436273701566364,4.065028854080765,3768471.3413025737,2.561179897238709,18.540785802006052,Malawi,Africa,0.3691126716547904,20325305.41879642
740,2030,563102.5482275356,-40013.99258037936,17.492126957955485,3.621067600989278,4178247.6281945705,2.554254463708904,18.95268932522165,Malawi,Africa,0.3691126716547904,22045671.495465755
741,2035,605637.4600164909,-46933.39076669421,17.5479802143446,3.1771063478977624,4588023.915086567,2.548331661002582,19.304959445430878,Malawi,Africa,0.3691126716547904,23766037.57213521
742,2040,648172.3718054425,-53852.78895300953,17.60383347073372,2.733145094806247,4997800.201978594,2.5432084523853264,19.60967216421292,Malawi,Africa,0.3691126716547904,25486403.648804665
743,2050,733242.1953833494,-67691.58532563923,17.715539983511952,1.845222588623244,5817352.775762588,2.5347901721020625,20.110365628841592,Malawi,Africa,0.3691126716547904,28927135.802143455
744,2022,417543.8498801589,67996.33150950074,30.49030446114375,1.85207105147947,27298165.564495087,1.2277308575916512,80.2665402179811,Malaysia,Asia,0.08439538068349432,34009396.05763626
745,2025,402698.20527617447,52586.807914261706,30.76166529266277,1.6105688375927372,28243836.72547412,1.151619813308919,80.77056602378282,Malaysia,Asia,0.17238756145155862,34967981.67436111
746,2030,385058.0952184666,45083.39282769943,32.13161582852433,1.3260469909315589,31017539.84253931,1.0308278529314086,83.0361558324299,Malaysia,Asia,0.17238756145155862,37354257.951360226
747,2035,367417.9851607578,37579.97774113715,33.50156636438578,1.0415251442703948,33791242.95960426,0.9245421388889196,85.02966458737313,Malaysia,Asia,0.17238756145155862,39740534.22835946
748,2040,349777.8751030499,30076.562654574867,34.87151690024734,0.7570032976092165,36564946.076669455,0.8302975490123036,86.79732844246149,Malaysia,Asia,0.17238756145155862,42126810.50535858
749,2050,314497.6549876332,15069.732481450308,37.611417971970354,0.18795960428687408,42112352.3107996,0.6705797999635894,89.79301543498836,Malaysia,Asia,0.17238756145155862,46899363.05935693
750,2022,18401.65415997058,13455.504327137023,31.970516181041603,0.8202329772657322,199190.43212211132,3.2969779519991285,35.68844720407624,Maldives,Asia,0.06557884968020541,558137.0099491477
751,2025,19497.247320692637,14476.497938994318,32.6553173948887,0.8082357790601691,207328.316570485,3.3787091164390404,35.92825498752364,Maldives,Asia,0.09384027738253814,577062.0272052772
752,2030,21725.650865622563,16976.423742786632,35.196743610882095,0.12472382522668113,230704.2131079957,3.4338105445497407,36.46355934476558,Maldives,Asia,0.09384027738253814,632698.0065952167
753,2035,23954.05441055249,19476.34954657883,37.73816982687549,-0.55878812860675,254080.10964550637,3.4800046050710223,36.91232959852489,Maldives,Asia,0.09384027738253814,688333.9859851599
754,2040,26182.457955482416,21976.275350371026,40.27959604286889,-1.242300082440238,277456.00618301705,3.5192896452858085,37.29397947444373,Maldives,Asia,0.09384027738253814,743969.965375103
755,2050,30639.26504534227,26976.126957955537,45.36244847485568,-2.609323990107157,324207.79925803654,3.5825260876465013,37.90831460681341,Maldives,Asia,0.09384027738253814,855241.9241549857
756,2022,634535.4119167328,-35205.27591313422,16.013990081886732,6.004219562299113,9164069.22540474,3.0272337689563327,43.71982918400015,Mali,Africa,0.08991949550922311,20960898.97066307
757,2025,665383.2349546552,-31112.323165704962,15.930585325638909,5.960206100577082,9581133.021434486,3.0660241542275197,44.14897118738941,Mali,Africa,0.19392109084624143,21701826.257213473
758,2030,741435.6933223419,-27767.457131079864,15.831657048639734,5.767625721352019,10781168.793075085,3.124264121078645,45.42972390844062,Mali,Africa,0.19392109084624143,23731530.51690018
759,2035,817488.1516900249,-24422.591096455,15.73272877164056,5.5750453421269555,11981204.564715624,3.1733267398851526,46.50865794525015,Mali,Africa,0.19392109084624143,25761234.77658689
760,2040,893540.6100577079,-21077.725061830133,15.633800494641385,5.382464962901892,13181240.336356163,3.2152228065824873,47.42999262871809,Mali,Africa,0.19392109084624143,27790939.036273718
761,2050,1045645.5267930739,-14387.992992580403,15.435943940643028,4.99730420445178,15581311.879637301,3.2829956563776292,48.920382587394094,Mali,Africa,0.19392109084624143,31850347.555647135
762,2022,1592.9761654622853,954.1603360585868,42.809344310398956,1.5203461182645697,426429.41306225955,0.3498726376729307,93.65864145626776,Malta,Europe,0.07346685910557695,455301.72809667885
763,2025,1459.5919208573614,1469.3792250618353,43.88829348722186,1.2174113767518548,429071.25144270435,0.31867218454973534,93.67897360271674,Malta,Europe,0.22455378522952565,458023.00659521855
764,2030,1183.401071722983,1600.5313272877174,45.36685902720535,1.1042209398186316,442556.80338004977,0.2509892393763456,93.8625104500388,Malta,Europe,0.22455378522952565,471494.7440230828
765,2035,907.2102225886047,1731.6834295136068,46.84542456718884,0.9910305028854083,456042.3553173952,0.18706658239026458,94.03585046805378,Malta,Europe,0.22455378522952565,484966.48145094793
766,2040,631.0193734542408,1862.835531739489,48.323990107172335,0.877840065952185,469527.9072547406,0.12659931553275666,94.1998204533546,Malta,Europe,0.22455378522952565,498438.2188788131
767,2050,78.63767518548411,2125.1397361912605,51.28112118713932,0.6514591920857384,496499.0111294314,0.014967722728690479,94.50253350096654,Malta,Europe,0.22455378522952565,525381.6937345425
768,2022,2.4315441348589957,0.0,0.0,0.0,42893.290340065956,0.003990051788566023,70.38591131671423,Marshall Islands,Oceania,0.07828149008057587,60940.16478249431
769,2025,39.060181368506164,0.0,0.0,0.0,43379.7906018137,0.06371163634677846,70.7574145021911,Marshall Islands,Oceania,0.08184483603516701,61307.76669414679
770,2030,-110.77328936521371,0.0,0.0,0.0,45029.252267106436,-0.17524821624541106,71.23825774151967,Marshall Islands,Oceania,0.08184483603516701,63209.36768342962
771,2035,-260.6067600989336,0.0,0.0,0.0,46678.713932399056,-0.4002501658497864,71.69101440808677,Marshall Islands,Oceania,0.08184483603516701,65110.96867271233
772,2040,-410.4402308326462,0.0,0.0,0.0,48328.175597691676,-0.6124824535200881,72.11807552143465,Marshall Islands,Oceania,0.08184483603516701,67012.56966199516
773,2050,-710.107172300086,0.0,0.0,0.0,51627.09892827703,-1.0027528555423695,72.90339105576716,Marshall Islands,Oceania,0.08184483603516701,70815.7716405607
774,2022,-1083.3725093131652,-1109.9314486123621,49.612805296263105,2.090312330213237,338604.4237322211,-0.2881361576592951,90.05598423620295,Martinique,Latin America and the Caribbean,0.3570810745957462,375993.2519799173
775,2025,-2227.7732893652283,-1919.8623248145013,50.213849958779974,1.9209480626545758,352182.00659521855,-0.5829445977536516,92.15596539862526,Martinique,Latin America and the Caribbean,0.5130518640040046,382158.66446826054
776,2030,-3081.1117065127473,-2133.9060181368404,53.36244847485568,1.9050783182192914,355906.7440230835,-0.8037645977266539,92.84481323193899,Martinique,Latin America and the Caribbean,0.5130518640040046,383335.08532563894
777,2035,-3934.4501236603246,-2347.9497114591795,56.51104699093162,1.889208573784007,359631.48145094817,-1.0232333910412632,93.52944597704004,Martinique,Latin America and the Caribbean,0.5130518640040046,384511.50618301734
778,2040,-4787.788540807902,-2561.993404781533,59.65964550700755,1.8733388293487225,363356.2188788131,-1.2413633420022618,94.20990220436853,Martinique,Latin America and the Caribbean,0.5130518640040046,385687.92704039573
779,2050,-6494.465375103056,-2990.0807914262114,65.9568425391592,1.8415993404781537,370805.6937345427,-1.6736554243868533,95.55843704879246,Martinique,Latin America and the Caribbean,0.5130518640040046,388040.76875515253
780,2022,131632.9876487255,7299.045030415058,20.409187535519777,4.4353486377226545,2724900.182770252,2.737384882705395,56.66589128176395,Mauritania,Africa,0.05183029853447394,4808713.180246353
781,2025,138012.81698268838,9061.176422093995,20.422506183017305,4.456042868920036,2832771.9109645486,2.7702585135442175,56.86073710286498,Mauritania,Africa,0.04341254514373832,4981947.219291002
782,2030,151587.2283594394,11867.027617477346,20.882728771640558,4.238586150041229,3159208.7056883723,2.791662119706377,58.1806486428027,Mauritania,Africa,0.04341254514373832,5429999.113767505
783,2035,165161.63973619137,14672.878812860698,21.34295136026381,4.021129431162407,3485645.500412211,2.8098027646332264,59.29934081081584,Mauritania,Africa,0.04341254514373832,5878051.008244008
784,2040,178736.05111294333,17478.73000824405,21.803173948887064,3.8036727122836,3812082.2951360345,2.825373754765809,60.259568232705575,Mauritania,Africa,0.04341254514373832,6326102.902720511
785,2050,205884.87386644725,23090.43239901075,22.723619126133542,3.3687592745259707,4464955.884583682,2.8507197682920364,61.822599036542805,Mauritania,Africa,0.04341254514373832,7222206.691673517
786,2022,819.5218257922679,1030.531495694071,38.47151700606628,1.5057874154717865,511137.9259841442,0.06389750783205055,39.853044300870984,Mauritius,Africa,0.07610605808392949,1282556.7907066345
787,2025,60.976092332974076,774.7485572959413,39.12769991755977,1.2234047815333753,531213.5779060181,0.004616671329843274,40.21967301135127,Mauritius,Africa,0.12972179971449282,1320780.449299259
788,2030,-1714.884583676816,1578.196619950526,41.17489694971141,1.0609769167353562,538506.882522671,-0.1267494863280933,39.80178689200621,Mauritius,Africa,0.12972179971449282,1352971.624072548
789,2035,-3490.7452596867224,2381.6446826051106,43.22209398186317,0.8985490519373371,545800.1871393239,-0.25200974662294756,39.40332411425592,Mauritius,Africa,0.12972179971449282,1385162.798845837
790,2040,-5266.605935696629,3185.092745259695,45.26929101401481,0.7361211871393181,553093.4917559768,-0.3715801439670484,39.02296123978732,Mauritius,Africa,0.12972179971449282,1417353.9736191258
791,2050,-8818.327287716442,4791.9888705688645,49.36368507831821,0.4112654575432799,567680.1009892826,-0.5951347179555017,38.31181648948467,Mauritius,Africa,0.12972179971449282,1481736.3231657054
792,2022,7034.258190828841,-255.1724396198988,20.87050886945144,3.3255039826512984,137882.85076323152,2.413017142217043,47.29904326560248,Mayotte,Africa,0.1243643221590595,291512.98048242927
793,2025,6965.4657873042015,-592.1492168177938,20.20436933223411,3.361838417147567,142051.05111294333,2.31938072193506,47.300565323641536,Mayotte,Africa,0.06932455295024252,300315.7576257214
794,2030,7266.734130255572,-890.5210222588503,20.761665292662798,2.968021434460013,156802.39117889572,2.201810241758475,47.51090443675953,Mayotte,Africa,0.06932455295024252,330034.53215168975
795,2035,7568.002473206929,-1188.8928276999068,21.318961253091487,2.5742044517724594,171553.7312448481,2.1036644647127374,47.68649184330129,Mayotte,Africa,0.06932455295024252,359753.3066776581
796,2040,7869.270816158285,-1487.2646331409633,21.876257213520176,2.1803874690849057,186305.07131079957,2.0204967688156366,47.835282758918545,Mayotte,Africa,0.06932455295024252,389472.08120362647
797,2050,8471.807502061012,-2084.0082440230763,22.990849134377555,1.3927535037097982,215807.75144270435,1.887196649632577,48.07376293528045,Mayotte,Africa,0.06932455295024252,448909.63025556505
798,2022,1318738.1101310253,2221.8815739154816,30.285077805177934,1.8418549542820983,111779841.94888687,0.9945586501995917,84.30150601863095,Mexico,Latin America and the Caribbean,0.0599405193062317,132595308.46837199
799,2025,1405394.5548227523,32566.610882110894,30.464220939818574,1.852126957955491,115580942.44847488,1.028031794241158,84.54628149628438,Mexico,Latin America and the Caribbean,0.11655760604035914,136707304.45259666
800,2030,1382156.028441878,106876.60263808817,31.976174773289358,1.618697444352847,123450264.09356976,0.9581561027258735,85.57979091385101,Mexico,Latin America and the Caribbean,0.11655760604035914,144251654.24608374
801,2035,1358917.5020610038,181186.59439406544,33.48812860676003,1.385267930750203,131319585.73866463,0.8952261363261916,86.51056829166022,Mexico,Latin America and the Caribbean,0.11655760604035914,151796004.0395713
802,2040,1335678.9756801296,255496.5861500427,35.00008244023081,1.151838417147573,139188907.3837595,0.8382553091852216,87.35320591140922,Mexico,Latin America and the Caribbean,0.11655760604035914,159340353.83305836
803,2050,1289201.922918383,404116.56966199726,38.02399010717227,0.6849793899422991,154927550.67394924,0.7390981591890698,88.81980818922221,Mexico,Latin America and the Caribbean,0.11655760604035914,174429053.42003298
804,2022,3264.354949735105,-4494.9729994784575,27.021662904697223,2.8008406667927375,381987.27338406444,0.5832497515346226,68.25053822922129,Micronesia,Oceania,0.19018317172218327,559683.8989036977
805,2025,2913.346248969494,-4773.116240725503,26.913272877164104,2.7093899422918355,389570.53421269543,0.5148147086954894,68.84064712802183,Micronesia,Oceania,0.2716462237538851,565901.906018137
806,2030,2105.8112118713907,-5167.800906842545,27.691096455070124,2.5424278647980145,405988.7658697441,0.3599123434472363,69.38911110059901,Micronesia,Oceania,0.2716462237538851,585090.0226710634
807,2035,1298.2761747732875,-5562.485572959617,28.468920032976087,2.3754657873042078,422406.9975267928,0.21484745025290442,69.90274346170156,Micronesia,Oceania,0.2716462237538851,604278.1393239908
808,2040,490.7411376751843,-5957.170239076688,29.246743610882106,2.208503709810387,438825.2291838415,0.07871173988498155,70.38476019784594,Micronesia,Oceania,0.2716462237538851,623466.2559769172
809,2050,-1124.3289365210221,-6746.53957131083,30.802390766694145,1.874579554822759,471661.6924979389,-0.16987862742681306,71.26494598572424,Micronesia,Oceania,0.2716462237538851,661842.4892827701
810,2022,-13933.795554123819,2129.05037599802,37.7425625234373,1.0903606098279397,1586961.5920505524,-0.3595799255657843,40.9536316884175,Moldova,Europe,0.07071845773088066,3875020.423400879
811,2025,-13748.819455894525,4807.103874690831,37.9450948062655,0.9044435284418739,1630159.7592745237,-0.346954225994308,41.13740960382415,Moldova,Europe,0.2091226928838571,3962718.5449299254
812,2030,-16260.319868095685,9206.343363561435,39.168507831821955,0.7094105523495386,1575641.093157459,-0.4161699371292573,40.327278921752836,Moldova,Europe,0.2091226928838571,3907134.662407253
813,2035,-18771.820280296844,13605.582852432039,40.391920857378466,0.5143775762572176,1521122.4270403944,-0.4873834295093827,39.49376534212482,Moldova,Europe,0.2091226928838571,3851550.7798845805
814,2040,-21283.320692498004,18004.822341302643,41.61533388293492,0.3193446001648823,1466603.7609233297,-0.5606824629395294,38.63584168614793,Moldova,Europe,0.2091226928838571,3795966.897361912
815,2050,-26306.321516900323,26803.301319043618,44.062159934047884,-0.07072135201978824,1357566.4286892004,-0.713914668677258,36.84234553745461,Moldova,Europe,0.2091226928838571,3684799.1323165707
816,2022,320.4375761898118,0.0,0.0,0.0,40045.029317908105,0.8005516702131902,100.04480587257287,Monaco,Europe,0.12891041273636442,40027.09482880449
817,2025,373.69497114592014,0.0,0.0,0.0,41134.60346248979,0.9116658258799377,100.35193174497157,Monaco,Europe,0.07070489389251174,40990.34542456723
818,2030,396.71393239901045,0.0,0.0,0.0,42915.82811211876,0.9291098512908524,100.50949921055486,Monaco,Europe,0.07070489389251174,42698.280708985985
819,2035,419.7328936521026,0.0,0.0,0.0,44697.052761747735,0.9452120255291326,100.65494607418518,Monaco,Europe,0.07070489389251174,44406.21599340474
820,2040,442.7518549051947,0.0,0.0,0.0,46478.277411376825,0.9601214434973565,100.78961907237426,Monaco,Europe,0.07070489389251174,46114.15127782361
821,2050,488.78977741137714,0.0,0.0,0.0,50040.72671063489,0.9868555659527253,101.03110163277282,Monaco,Europe,0.07070489389251174,49530.02184666123
822,2022,54079.41335470043,-324.7383243367076,30.135562720577582,2.015710278290726,2281554.0617221,1.6340749909520678,68.93992004521525,Mongolia,Asia,0.16326626677208686,3309481.7345678806
823,2025,59195.90272052749,1117.0832646331983,29.716735366858984,2.4031244847485453,2368297.909315735,1.7418169465742603,69.68626616706791,Mongolia,Asia,0.1729765373346274,3398514.5704863966
824,2030,63783.90065952181,2610.5807914262405,31.219208573784044,2.2356059356966114,2544973.144682601,1.7780943617319536,70.94583982053534,Mongolia,Asia,0.1729765373346274,3587205.607996702
825,2035,68371.8985985159,4104.078318219399,32.72168178070899,2.0680873866446774,2721648.380049452,1.8107460298171183,72.07952535692363,Mongolia,Asia,0.1729765373346274,3775896.645507008
826,2040,72959.89653751021,5597.575845012441,34.22415498763394,1.9005688375927434,2898323.615416318,1.8402896434865303,73.10529737635925,Mongolia,Asia,0.1729765373346274,3964587.6830173135
827,2050,82135.89241549862,8584.570898598642,37.229101401483945,1.5655317394888613,3251674.0861500353,1.8916735259025543,74.8893766505509,Mongolia,Asia,0.1729765373346274,4341969.758037925
828,2022,365.52378070540726,791.0074978582561,39.706123262157234,1.8254476754245843,441031.2950922251,0.05896951358032932,71.15105040525879,Montenegro,Europe,0.1564515718403307,619852.1210582554
829,2025,383.2712283594401,1075.845012366015,40.131657048639795,1.6219208573784023,452147.0519373454,0.06076385808570032,71.6834379021603,Montenegro,Europe,1.25444967257587,630755.2555647156
830,2030,398.5354492992583,1986.2654575432534,41.47131079967028,1.556071723000823,472364.92168178037,0.06294020297938309,74.59999882887954,Montenegro,Europe,1.25444967257587,633196.9558944765
831,2035,413.7996702390774,2896.685902720492,42.81096455070076,1.4902225886232472,492582.79142621625,0.06509982773815116,77.49415278677535,Montenegro,Europe,1.25444967257587,635638.6562242374
832,2040,429.0638911788956,3807.1063478977303,44.15061830173124,1.4243734542456714,512800.6611706512,0.06724292430754143,80.36615700568974,Montenegro,Europe,1.25444967257587,638080.3565539983
833,2050,459.59233305853286,5627.947238252265,46.82992580379232,1.2926751854905199,553236.400659522,0.0714802860818029,86.04472560897382,Montenegro,Europe,1.25444967257587,642963.7572135201
834,2022,38.538966172607616,0.0,0.0,0.0,347.24357037316076,1.002487641198989,9.0326083534729,Montserrat,Latin America and the Caribbean,0.2191184610412411,3844.3332953725476
835,2025,74.26298433635748,0.0,0.0,0.0,233.47403132727777,2.187021791555939,6.875737607883689,Montserrat,Latin America and the Caribbean,0.23301758358883137,3395.6215993405203
836,2030,131.73042044517933,0.0,0.0,0.0,119.53915910964133,5.102865098327119,4.630610005209952,Montserrat,Latin America and the Caribbean,0.23301758358883137,2581.499175597739
837,2035,189.1978565540012,0.0,0.0,0.0,5.604286891997617,10.70500991684054,0.31709633422052197,Montserrat,Latin America and the Caribbean,0.23301758358883137,1767.3767518548993
838,2040,246.66529266282305,0.0,0.0,0.0,-108.3305853256461,25.876126169952336,-11.364289899442731,Montserrat,Latin America and the Caribbean,0.23301758358883137,953.254328112118
839,2050,361.6001648804631,0.0,0.0,0.0,-336.2003297609335,-53.571147223832995,49.80815583498996,Montserrat,Latin America and the Caribbean,0.23301758358883137,1000.0
840,2022,431530.69124649465,-44139.97716164589,30.70343941327519,1.98274483046535,24415605.61010647,1.144961233011831,64.78084287198463,Morocco,Africa,0.10988119918571258,37689546.05662492
841,2025,443779.79142621625,-49827.98103874689,30.757708161582855,2.044954657873049,25114940.7633965,1.1457794554441632,64.84338337921196,Morocco,Africa,0.27387855999991256,38731693.8977741
842,2030,449712.782769992,-40643.29843363585,32.335201978565465,1.7783223413025553,27027642.24567187,1.1041879116953044,66.3614577852902,Morocco,Africa,0.27387855999991256,40727921.21764219
843,2035,455645.7741137678,-31458.615828524344,33.91269579554819,1.5116900247320757,28940343.727947235,1.0664829837714074,67.73767229682447,Morocco,Africa,0.27387855999991256,42724148.537510276
844,2040,461578.76545754354,-22273.933223412838,35.49018961253091,1.245057708161582,30853045.210222602,1.0321441996140714,68.99102393195139,Morocco,Africa,0.27387855999991256,44720375.85737848
845,2050,473444.7481450951,-3904.568013190292,38.645177246496246,0.7117930750206085,34678448.174773335,0.971909748034736,71.1895568803529,Morocco,Africa,0.27387855999991256,48712830.49711466
846,2022,931996.7896149158,10251.544682264328,17.287828606535186,4.821533880539391,12411447.369255066,2.8963582731801214,38.57094645673042,Mozambique,Africa,0.3089158768195312,32178228.717250824
847,2025,993929.1055234969,28136.15746084042,17.31599340478153,4.8176009892827665,12801659.539983511,2.965727002833937,38.198124159790225,Mozambique,Africa,0.19534708257333455,33513843.471558094
848,2030,1107583.904369332,42554.826051112264,17.341755976916737,4.601236603462482,14250712.979390025,3.0289201289009813,38.97155892586128,Mozambique,Africa,0.19534708257333455,36566956.447650194
849,2035,1221238.703215167,56973.49464138411,17.367518549051937,4.384872217642197,15699766.41879642,3.0823739609182343,39.62579229956688,Mozambique,Africa,0.19534708257333455,39620069.42374253
850,2040,1334893.5020610094,71392.16323165689,17.393281121187137,4.168507831821927,17148819.858202815,3.128178933442224,40.18640957574604,Mozambique,Africa,0.19534708257333455,42673182.39983487
851,2050,1562203.0997526795,100229.50041220058,17.444806265457544,3.7357790601813576,20046926.737015724,3.2025872238526274,41.09710923991916,Mozambique,Africa,0.19534708257333455,48779408.35201955
852,2022,238832.79272913933,-196276.88808858022,29.995086559873016,1.7953924048207313,17420132.124449015,0.4301818104990777,31.376863665984846,Myanmar,Asia,0.07107065849629177,55519035.649614334
853,2025,270877.8128606789,-193196.2580379229,29.926957955482294,1.8367765869744375,18003113.932399035,0.47661033632481303,31.676533768484912,Myanmar,Asia,0.1598638816824466,56834229.60346246
854,2030,221167.5758450143,-205067.04740313347,31.247444352844127,1.5907337180543948,19119326.998763442,0.3750919533825855,32.425664946258216,Myanmar,Asia,0.1598638816824466,58963561.828112125
855,2035,171457.33882934973,-216937.8367683431,32.567930750206074,1.3446908491343663,20235540.06512779,0.2806502155246958,33.122575675743505,Myanmar,Asia,0.1598638816824466,61092894.052761674
856,2040,121747.10181368515,-228808.62613355368,33.88841714756802,1.0986479802143378,21351753.131492198,0.1925700959651023,33.77254232997638,Myanmar,Asia,0.1598638816824466,63222226.27741134
857,2050,22326.62778235972,-252550.2048639739,36.5293899422918,0.6065622423742667,23584179.264220953,0.03308585221967484,34.949419028468405,Myanmar,Asia,0.1598638816824466,67480890.72671056
858,2022,44443.301249107346,-4854.112036883831,22.621165466682214,2.940907481497561,1451010.9585692883,1.6888817154213946,55.13960052310386,Namibia,Africa,0.17830584466878774,2631522.4354251623
859,2025,43868.12201154168,-6929.877164056059,22.446661170651282,3.0161912613355355,1508743.0461665243,1.6286052984029544,56.012129223788996,Namibia,Africa,0.230341007959722,2693600.5952184796
860,2030,44844.51442704041,-8290.955070074182,23.176463314097305,2.719076669414676,1680296.2081615776,1.5599659954322107,58.45096062418743,Namibia,Africa,0.230341007959722,2874711.0230832696
861,2035,45820.9068425392,-9652.032976092305,23.90626545754327,2.4219620774938306,1851849.3701566309,1.499462831125921,60.6007058947142,Namibia,Africa,0.230341007959722,3055821.4509480745
862,2040,46797.299258037936,-11013.110882110544,24.636067600989293,2.124847485572971,2023402.5321516842,1.4457301237738964,62.50988923788416,Namibia,Africa,0.230341007959722,3236931.8788128644
863,2050,48750.08408903546,-13735.26669414679,26.09567188788128,1.530618301731252,2366508.8561417907,1.3544877832263706,65.75183190836808,Namibia,Africa,0.230341007959722,3599152.7345424592
864,2022,54.81796110889263,0.0,0.0,0.0,10634.920114768669,0.5195613278555106,100.7971311718512,Nauru,Oceania,0.13242773297898236,10550.81626940053
865,2025,49.60840890354439,0.0,0.0,0.0,10919.301731244836,0.46067497017191256,101.39911983711958,Nauru,Oceania,0.3338021433765297,10768.635614179722
866,2030,41.01112943116186,0.0,0.0,0.0,11138.164056059351,0.3762655419002053,102.18951276045922,Nauru,Oceania,0.3338021433765297,10899.517724649631
867,2035,32.41384995877934,0.0,0.0,0.0,11357.026380873853,0.293859247563967,102.96114874017867,Nauru,Oceania,0.3338021433765297,11030.39983511954
868,2040,23.816570486396813,0.0,0.0,0.0,11575.888705688369,0.21338561826948824,103.71468763283734,Nauru,Oceania,0.3338021433765297,11161.28194558945
869,2050,6.622011541631764,0.0,0.0,0.0,12013.613355317386,0.05797062749369741,105.16996237412174,Nauru,Oceania,0.3338021433765297,11423.046166529268
870,2022,347203.78258007765,-37880.35434693098,23.942373441672316,1.4713558112862302,6674890.077703476,1.1598721070375697,22.298198369669286,Nepal,Asia,0.27803856355523665,29934660.94006443
871,2025,333171.88211047,-37537.39818631485,24.19785655399835,1.3023577906018318,6886961.403957188,1.0937155831446066,22.608081331202854,Nepal,Asia,0.8117466676916895,30462387.77658701
872,2030,318812.1380873872,-29995.732893651817,25.07069249793898,0.7172382522671228,7639601.946413875,0.9982378883623801,23.92048232751719,Nepal,Asia,0.8117466676916895,31937491.233718038
873,2035,304452.3940643035,-22454.06760098925,25.943528441879607,0.1321187139324138,8392242.48887062,0.9111905162746455,25.11700323342153,Nepal,Asia,0.8117466676916895,33412594.690849185
