,Year,YearlyChange,Migrants(net),MedianAge,FertilityRate,UrbanPopulation,Yearly%Change,UrbanPop%,Country,Continent,LossFunctCheck,Population
355,2025,107410.48639736208,-30886.999175597695,28.75910964550701,2.1114179719703117,10055444.666117072,0.9340449553620395,87.44246189857533,Dominican Republic,Latin America and the Caribbean,0.07771390465731602,11499498.582028031
356,2030,103051.49670239096,-31243.96949711461,29.987056883759237,1.9224649629018842,10964884.64633143,0.8507254891059509,90.51888766526,Dominican Republic,Latin America and the Caribbean,0.07771390465731602,12113366.5350371
357,2035,98692.5070074196,-31600.939818631494,31.21500412201152,1.7335119538334567,11874324.626545727,0.7754434563149976,93.29854523933284,Dominican Republic,Latin America and the Caribbean,0.07771390465731602,12727234.48804617
358,2040,94333.51731244847,-31957.910140148408,32.442951360263805,1.5445589447650292,12783764.606760085,0.7070893708315382,95.82240045935012,Dominican Republic,Latin America and the Caribbean,0.07771390465731602,13341102.441055238
359,2050,85615.53792250622,-32671.850783182206,34.89884583676832,1.1666529266281884,14602644.5671888,0.5876620762952242,100.23204471976459,Dominican Republic,Latin America and the Caribbean,0.07771390465731602,14568838.347073376
360,2022,278750.37948308885,34129.838041976094,28.59507831654082,2.2266172983765955,11731810.794445992,1.5295625361342664,64.37493755336332,Ecuador,Latin America and the Caribbean,0.07356889382330602,18224189.78615856
361,2025,287996.87304204423,36961.74773289403,28.671887881286068,2.1379967023907653,12046649.212695837,1.535316975038478,64.22092307191723,Ecuador,Latin America and the Caribbean,0.11454179487846988,18758137.747732937
362,2030,297048.30255564675,45384.66611706512,29.859851607584517,1.9008779884583618,12951454.36974448,1.48672298271393,64.82186467792641,Ecuador,Latin America and the Caribbean,0.11454179487846988,19980070.666117072
363,2035,306099.73206924973,53807.58450123668,31.047815333882966,1.6637592745259724,13856259.526793122,1.4437302156340057,65.35353827089291,Ecuador,Latin America and the Caribbean,0.11454179487846988,21202003.584501266
364,2040,315151.16158285225,62230.502885408234,32.23577906018136,1.4266405605935688,14761064.683841765,1.4054230020777134,65.82726758052665,Ecuador,Latin America and the Caribbean,0.11454179487846988,22423936.5028854
365,2050,333254.02061005775,79076.33965375135,34.611706512778255,0.9524031327287759,16570674.99793905,1.3401024186148383,66.63505995266708,Ecuador,Latin America and the Caribbean,0.11454179487846988,24867802.33965379
366,2022,2069816.657090664,-20956.20760655403,25.5947571711622,3.030449211866653,45190715.96687508,1.961838951678821,42.83321739360518,Egypt,Africa,0.07773497189899405,105503902.61746216
367,2025,2123114.081615828,-35171.183017312316,25.70601813685073,2.9861582852431923,46758114.48392415,1.9546351148509895,43.047640852602335,Egypt,Africa,0.19027190505992864,108619458.71558142
368,2030,2265044.5197856575,-32001.271640560357,26.572671063478936,2.792856553998348,50010566.905193806,1.9458100660161115,42.962097937265675,Egypt,Africa,0.19027190505992864,116406249.4765048
369,2035,2406974.957955487,-28831.36026380863,27.43932399010714,2.5995548227534897,53263019.32646322,1.9380916622653823,42.88728194803568,Egypt,Africa,0.19027190505992864,124193040.23742819
370,2040,2548905.396125309,-25661.44888705667,28.305976916735347,2.4062530915086455,56515471.74773288,1.9312840279035854,42.82129422368995,Egypt,Africa,0.19027190505992864,131979830.99835157
371,2050,2832766.272464961,-19321.626133552985,30.0392827699917,2.019649629018957,63020376.59027195,1.9198243023198045,42.71021287402973,Egypt,Africa,0.19027190505992864,147553412.52019835
372,2022,15548.713473930955,-41419.211269676685,27.860301438358874,1.6231217301351535,4961019.775444984,0.23881455934984913,76.19689909298039,El Salvador,Latin America and the Caribbean,0.06646519710455943,6510789.591832638
373,2025,19450.993404781446,-39563.36026380886,27.991755976916693,1.5646248969497094,5109482.8854081035,0.29034135072708067,76.26829805523545,El Salvador,Latin America and the Caribbean,0.10566721332252739,6699353.487221763
374,2030,12839.755976916756,-36474.829760923516,29.19497114591917,1.2111211871393266,5459292.260098934,0.18654589081520703,79.31681409768301,El Salvador,Latin America and the Caribbean,0.10566721332252739,6882894.0272052735
375,2035,6228.518549052067,-33386.299258037936,30.398186314921645,0.8576174773289438,5809101.634789795,0.08814230839938192,82.20696844435382,El Salvador,Latin America and the Caribbean,0.10566721332252739,7066434.5671887845
376,2040,-382.71887881308794,-30297.76875515259,31.60140148392412,0.504113767518561,6158911.009480625,-0.005278899212143083,84.95078836046905,El Salvador,Latin America and the Caribbean,0.10566721332252739,7249975.107172295
377,2050,-13605.193734542467,-24120.70774938166,34.007831821929074,-0.20289365210220467,6858529.758862346,-0.1786148533013785,90.04173778371661,El Salvador,Latin America and the Caribbean,0.10566721332252739,7617056.187139317
378,2022,54702.94251552969,19967.697901286185,23.02448962397102,4.627577092809133,1096690.4551010132,3.701623483307316,74.21054436639183,Equatorial Guinea,Africa,0.06844099189642605,1477809.4736597538
379,2025,56039.53173948871,20108.84830997535,23.146908491343822,4.539002473206921,1146952.9002473205,3.6721712761488954,75.15779244843324,Equatorial Guinea,Africa,0.045110647492797716,1526059.8573784083
380,2030,62472.67436108831,22526.387469084933,23.785614179719744,4.2980915086562135,1303624.3091508672,3.678447037252508,76.75856727326467,Equatorial Guinea,Africa,0.045110647492797716,1698343.7230008394
381,2035,68905.81698268745,24943.926628194633,24.424319868095665,4.05718054410552,1460295.7180544138,3.683566809436439,78.06448097609649,Equatorial Guinea,Africa,0.045110647492797716,1870627.5886232555
382,2040,75338.95960428705,27361.465787304216,25.063025556471587,3.816269579554813,1616967.1269579604,3.6878230550674944,79.15013269897204,Equatorial Guinea,Africa,0.045110647492797716,2042911.4542456865
383,2050,88205.2448474858,32196.5441055235,26.34043693322343,3.334447650453413,1930309.9447650462,3.694492726199959,80.85138318675826,Equatorial Guinea,Africa,0.045110647492797716,2387479.1854905337
384,2022,42792.09122449905,-43470.85698352754,19.73965295907783,3.803208971015465,2363038.722644806,1.160915796758685,64.10738299932045,Eritrea,Africa,0.22131019272819116,3686063.308292985
385,2025,49697.47155812045,-40595.78235779074,20.10313272877167,3.6287304204451516,2460006.5853256285,1.3044966583702526,64.57210537105773,Eritrea,Africa,0.5612469146219963,3809704.7807089835
386,2030,51911.94765045354,-44435.9472382525,20.61591096455072,3.2130255564715355,2749201.1570486277,1.2784736397041738,67.70659489020689,Eritrea,Africa,0.5612469146219963,4060462.8862324804
387,2035,54126.423742786516,-48276.11211871402,21.128689200329774,2.7973206924979195,3038395.728771642,1.2554778297444829,70.47645515230458,Eritrea,Africa,0.5612469146219963,4311220.991755977
388,2040,56340.899835119606,-52116.27699917578,21.641467436108854,2.3816158285243034,3327590.300494641,1.2350100391454746,72.94181383862636,Eritrea,Africa,0.5612469146219963,4561979.097279474
389,2050,60769.85201978567,-59796.606760099065,22.66702390766696,1.5502061005770713,3905979.4439406395,1.2001561830195646,77.13998347184412,Eritrea,Africa,0.5612469146219963,5063495.308326468
390,2022,273.66758236289024,3227.6598896197975,42.99432974638876,1.4809176546872322,821764.5778956413,0.021942878661569715,65.88972016871686,Estonia,Europe,0.1768374689148573,1247181.7694648504
391,2025,2789.9439406429883,5318.114591920865,43.73421269579558,1.486356141797195,847179.4971145913,0.22089881573193637,67.0769562423039,Estonia,Europe,0.26926676052325976,1262996.3322341312
392,2030,4580.925803792197,7296.739901071764,44.96586974443528,1.4451772464962893,817378.3932399005,0.372402929675358,66.44816382834475,Estonia,Europe,0.26926676052325976,1230099.2926628198
393,2035,6371.907666941406,9275.365210222662,46.19752679307504,1.4039983511953835,787577.2893652096,0.5322331836986919,65.78481516648223,Estonia,Europe,0.26926676052325976,1197202.2530915085
394,2040,8162.889530090615,11253.990519373445,47.429183841714746,1.3628194558944742,757776.1854905188,0.701095334393519,65.08398113235559,Estonia,Europe,0.26926676052325976,1164305.213520199
395,2050,11744.853256389033,15211.241137675242,49.89249793899427,1.2804616652926626,698173.9777411371,1.0691610570741956,63.556386084036106,Estonia,Europe,0.26926676052325976,1098511.1343775764
396,2022,6694.594136454165,-9832.904410567135,21.303072236432854,2.429443269368676,358433.86838674545,0.5597436730899047,29.96911925670313,Eswatini,Africa,0.09070427797160492,1196010.6845868528
397,2025,6392.708161582821,-10319.154163231666,21.18483099752683,2.4891343775762493,366043.91096455045,0.5284102250482294,30.256558016003883,Eswatini,Africa,0.11486030568808024,1209800.2382522672
398,2030,4428.201978565543,-11375.704039571283,21.938746908491396,2.107971970321529,393089.205688376,0.35174447331442826,31.224175475671167,Eswatini,Africa,0.11486030568808024,1258925.8153338842
399,2035,2463.695795548265,-12432.253915910958,22.692662819455904,1.7268095630667801,420134.5004122015,0.188348547299713,32.11911266241336,Eswatini,Africa,0.11486030568808024,1308051.3924155012
400,2040,499.18961253087036,-13488.803792250575,23.44657873042047,1.3456471558120313,447179.79513602704,0.03678146798466814,32.94926197441474,Eswatini,Africa,0.11486030568808024,1357176.9694971144
401,2050,-3429.822753503686,-15601.903544929926,24.954410552349543,0.5833223413025621,501270.3845836781,-0.2356573091962664,34.44143866912517,Eswatini,Africa,0.11486030568808024,1455428.1236603484
402,2022,3089446.883599758,45865.468532919884,19.033862487995975,4.118166476418992,25163908.85256958,2.567368325761681,20.9115174898766,Ethiopia,Africa,0.27772742538150846,120335163.93418884
403,2025,3128507.6100577116,-16630.801319044083,19.215086562242362,3.917741137675165,26187158.365210056,2.5185765429179865,21.081733211152365,Ethiopia,Africa,0.11888942065745663,124217293.25061798
404,2030,3371119.07213521,-39765.64880461618,19.65820280296785,3.391422093981845,29298679.512778044,2.487626856950576,21.620174330718807,Ethiopia,Africa,0.11888942065745663,135515463.77287674
405,2035,3613730.5342127085,-62900.496290190145,20.10131904369331,2.865103050288525,32410200.66034603,2.461440690820393,22.075743043859724,Ethiopia,Africa,0.11888942065745663,146813634.2951355
406,2040,3856341.996290192,-86035.34377576225,20.544435284418796,2.338784006595205,35521721.80791402,2.43899688625017,22.466204752351413,Ethiopia,Africa,0.11888942065745663,158111804.81739426
407,2050,4341564.920445189,-132305.0387469083,21.430667765869742,1.2861459192085363,41744764.10305023,2.402528618584133,23.100654319672735,Ethiopia,Africa,0.11888942065745663,180708145.86191177
408,2022,81.69875912940915,0.0,0.0,0.0,21532.101216597483,0.16976929377436928,44.74351454016299,Faeroe Islands,Europe,0.09807922276970112,48123.401654712856
409,2025,138.1953833470734,0.0,0.0,0.0,22522.64715581207,0.2820618373519293,45.96954749814434,Faeroe Islands,Europe,0.6738375494293788,48994.71145919207
410,2030,143.72918384171453,0.0,0.0,0.0,23602.944765045366,0.29105390801475445,47.79634261395591,Faeroe Islands,Europe,0.6738375494293788,49382.323990107165
411,2035,149.2629843363561,0.0,0.0,0.0,24683.242374278663,0.29990591664369354,49.59468325593052,Faeroe Islands,Europe,0.6738375494293788,49769.93652102223
412,2040,154.79678483099724,0.0,0.0,0.0,25763.53998351196,0.30862111039498297,51.36522910406613,Faeroe Islands,Europe,0.6738375494293788,50157.54905193733
413,2050,165.8643858202804,0.0,0.0,0.0,27924.135201978555,0.3256535476543896,54.825474731859266,Faeroe Islands,Europe,0.6738375494293788,50932.77411376749
414,2022,125.28646718937671,0.0,0.0,0.0,2475.6317844509613,3.6031887456813374,71.19818113077953,Falkland Islands,Latin America and the Caribbean,0.08576878551236078,3477.099758916069
415,2025,119.41879637262991,0.0,0.0,0.0,2469.804616652931,3.454623765464786,71.44809681484449,Falkland Islands,Latin America and the Caribbean,0.1560502994303327,3456.78153338829
416,2030,132.49546578730406,0.0,0.0,0.0,2599.770816158285,3.649593846804344,71.61080960298001,Falkland Islands,Latin America and the Caribbean,0.1560502994303327,3630.41673536686
417,2035,145.5721352019782,0.0,0.0,0.0,2729.737015663646,3.826765186165212,71.75866840473608,Falkland Islands,Latin America and the Caribbean,0.1560502994303327,3804.05193734543
418,2040,158.64880461665234,0.0,0.0,0.0,2859.7032151690073,3.9884686517505994,71.89361845222997,Falkland Islands,Latin America and the Caribbean,0.1560502994303327,3977.6871393239853
419,2050,184.80214344600154,0.0,0.0,0.0,3119.6356141797223,4.2729238748966205,72.13101129804417,Falkland Islands,Latin America and the Caribbean,0.1560502994303327,4324.957543281125
420,2022,3833.048987062648,-6544.958310386166,28.47272053734332,2.8645949666743036,543464.7509337142,0.4291846937186337,60.85149275775417,Fiji,Oceania,0.11378422668405663,893100.1135784984
421,2025,5038.829348722182,-5464.421269579558,29.1361088211047,2.586430338004945,562806.164880462,0.5465050766531374,61.041246883436294,Fiji,Oceania,0.6662787594496203,922009.6141797211
422,2030,4928.185902720528,-4710.086974443519,30.336026380873875,2.4679225061830152,599109.6005770806,0.520276316113203,63.24894029752925,Fiji,Oceania,0.6662787594496203,947224.7246496305
423,2035,4817.542456718882,-3955.7526793075376,31.53594394064305,2.3494146743610855,635413.0362737011,0.49540776536850545,65.34214388652563,Fiji,Oceania,0.6662787594496203,972439.835119538
424,2040,4706.899010717236,-3201.4183841714985,32.73586150041223,2.230906842539156,671716.4719703216,0.4717962890402197,67.32953862855352,Fiji,Oceania,0.6662787594496203,997654.9455894474
425,2050,4485.612118713936,-1692.7497938994202,35.13569661995052,1.9938911788952964,744323.3433635607,0.42798164328267707,71.01744849880734,Fiji,Oceania,0.6662787594496203,1048085.1665292662
426,2022,15849.590625673532,16470.41206206102,44.05972678679882,1.8442877578763728,4798913.239814997,0.2837479891953077,85.91275410700896,Finland,Europe,0.08514805447730482,5585798.394773483
427,2025,12047.218466611754,16751.089035449317,44.4113767518549,1.6945754328112121,4918653.56389118,0.21325454845064581,87.06783625280937,Finland,Europe,0.14411946441498924,5649219.936521016
428,2030,10839.583264633198,18590.794311624137,45.47093981863145,1.684291014014839,5052275.863973618,0.1888029117701942,88.00009842599528,Finland,Europe,0.14411946441498924,5741216.151277818
429,2035,9631.948062654585,20430.499587798957,46.530502885408055,1.6740065952184668,5185898.164056063,0.16512253383297137,88.90295498672891,Finland,Europe,0.14411946441498924,5833212.3660346195
430,2040,8424.31286067603,22270.20486397366,47.59006595218466,1.6637221764220937,5319520.4641385,0.14217749039225902,89.77777561086263,Finland,Europe,0.14411946441498924,5925208.580791421
431,2050,6009.042456718918,25949.615416323184,49.70919208573781,1.6431533388293484,5586765.064303383,0.09836052941428579,91.44837524382659,Finland,Europe,0.14411946441498924,6109201.010305025
432,2022,181053.29804299772,46258.0253700763,43.38514630567988,2.017017829283759,53153304.74599075,0.2749548983434094,80.7207693039612,France,Europe,0.18028058696499036,65848362.45283699
433,2025,179923.42374278698,51613.616652926896,43.42052761747732,1.9949958779884582,55087107.779060125,0.26777431026337295,81.98439082078254,France,Europe,0.5672833753977201,67192190.15663636
434,2030,159899.1784831006,48889.816158285365,44.60952184666115,2.02984748557296,56986704.325226665,0.23264949665100013,82.91429763952513,France,Europe,0.5672833753977201,68729647.2955482
435,2035,139874.9332234133,46166.015663644066,45.79851607584499,2.0646990931574614,58886300.871393204,0.19906175777298257,83.80351139460726,France,Europe,0.5672833753977201,70267104.43445992
436,2040,119850.68796372693,43442.215169002535,46.98751030502882,2.099550700741963,60785897.41755974,0.16691235951807934,84.65464600803547,France,Europe,0.5672833753977201,71804561.57337177
437,2050,79802.19744435325,37994.61417971994,49.365498763396545,2.1692539159109643,64585090.50989282,0.10657419344513125,86.25206009486486,France,Europe,0.5672833753977201,74879475.85119534
438,2022,7868.326136522461,728.3085370762274,25.5669266583227,3.4466261239622327,278954.9666773677,2.4841389363888955,88.06992519104993,French Guiana,Latin America and the Caribbean,0.08662945591792016,316742.595241487
439,2025,7881.479802143469,603.45836768343,25.084748557295967,3.2716735366859027,287901.976916736,2.420277885881018,88.41014701877418,French Guiana,Latin America and the Caribbean,0.16494859299278872,325643.5902720522
440,2030,8296.252679307538,345.45960428687977,25.285696619950542,3.171920857378396,317988.14591920935,2.3263380095827024,89.16651156173944,French Guiana,Latin America and the Caribbean,0.16494859299278872,356622.8400659505
441,2035,8711.025556471577,87.46084089034412,25.486644682605117,3.0721681780708963,348074.3149216827,2.247414496557878,89.80197063631404,French Guiana,Latin America and the Caribbean,0.16494859299278872,387602.0898598507
442,2040,9125.798433635646,-170.53792250619153,25.687592745259693,2.9724154987633966,378160.48392415605,2.180173258842479,90.3433689225064,French Guiana,Latin America and the Caribbean,0.16494859299278872,418581.339653749
443,2050,9955.344187963754,-686.5354492992628,26.089488870568843,2.77291014014839,438332.82192910276,2.0717000704200874,91.21674960830235,French Guiana,Latin America and the Caribbean,0.16494859299278872,480539.8392415494
444,2022,573.8363525979221,-1622.5663643293083,34.519302681001136,1.7516015259379856,185515.61664244533,0.19711327054549693,63.724770604206284,French Polynesia,Oceania,0.07593170910597759,291120.1011529416
445,2025,665.1797197032138,-1429.6793075020541,34.87411376751868,1.5856801319043683,193119.5020610066,0.22312657815921658,64.77962630897689,French Polynesia,Oceania,0.11444349337200967,298117.65375102963
446,2030,86.14962901896797,-1643.6343775762507,36.742209398186446,1.3351648804616616,204653.57625721395,0.027712055913938237,65.83163982027878,French Polynesia,Oceania,0.11444349337200967,310874.1887881281
447,2035,-492.88046166527783,-1857.5894476504473,38.610305028854214,1.084649629018969,216187.65045342222,-0.1522971786607791,66.80071901027918,French Polynesia,Oceania,0.11444349337200967,323630.72382522654
448,2040,-1071.9105523495527,-2071.544517724644,40.47840065952198,0.8341343775762624,227721.72464962956,-0.3186537314090907,67.69629902743465,French Polynesia,Oceania,0.11444349337200967,336387.25886232406
449,2050,-2229.9707337180444,-2499.454657873037,44.214591920857515,0.333103874690849,250789.87304204516,-0.6161836714188778,69.29805059282926,French Polynesia,Oceania,0.11444349337200967,361900.32893652003
450,2022,62538.75456108153,7118.14092178084,23.392568399249285,3.5678595486624545,2063496.510962963,2.689417491052145,88.73863332037698,Gabon,Africa,0.1355148761048996,2325364.3128726482
451,2025,65462.02390766749,7767.225886232511,23.309233305853297,3.6471228359439465,2138711.1764221042,2.729844666563146,89.18681320500745,Gabon,Africa,0.22465083217250362,2398012.7774113864
452,2030,71871.38458367717,8574.857790601847,23.991632316570474,3.398544929925805,2361930.5276174843,2.7427170213619907,90.13471910825322,Gabon,Africa,0.22465083217250362,2620444.764220953
453,2035,78280.7452596873,9382.489694971184,24.674031327287707,3.1499670239076636,2585149.8788128644,2.7535750619970134,90.93429315483932,Gabon,Africa,0.22465083217250362,2842876.7510305196
454,2040,84690.10593569698,10190.12159934052,25.35643033800494,2.901389117889522,2808369.2300082445,2.7628572903678315,91.61782613737991,Gabon,Africa,0.22465083217250362,3065308.737840086
455,2050,97508.82728771679,11805.385408079193,26.721228359439408,2.4042333058532535,3254807.9323990196,2.7778925797409455,92.72500813915713,Gabon,Africa,0.22465083217250362,3510172.7114592046
456,2022,71284.49745704979,-5297.025505103171,17.392396386801238,5.257317934815092,1508474.498032093,2.817109346300227,59.61376959446444,Gambia,Africa,0.06124615410385356,2530412.869868517
457,2025,72506.5243198676,-6278.727122835931,17.55144270403957,5.222547403132722,1563202.485572964,2.7836220386757673,60.01342542027377,Gambia,Africa,0.07434052225420716,2604754.6438582093
458,2030,78410.89983511902,-8028.403544929926,17.60338004946414,5.084253915910963,1748270.4661995173,2.748939130948305,61.29108460842591,Gambia,Africa,0.07434052225420716,2852405.822753504
459,2035,84315.27535037044,-9778.079967023921,17.655317394888705,4.945960428689197,1933338.4468260556,2.7197975813195066,62.364609611945184,Gambia,Africa,0.07434052225420716,3100057.0016488135
460,2040,90219.65086562233,-11527.756389117916,17.707254740313275,4.807666941467431,2118406.427452609,2.694967601714878,63.27930372677528,Gambia,Africa,0.07434052225420716,3347708.180544108
461,2050,102028.40189612517,-15027.109233305906,17.811129431162406,4.531079967023906,2488542.3887057006,2.654908199662055,64.75502379923365,Gambia,Africa,0.07434052225420716,3843010.5383347124
462,2022,-13889.570239335299,-4523.843614041805,39.44204653655015,1.9535582401576903,2060913.273241043,-0.386532027061065,57.35303334633898,Georgia,Asia,0.16508630613657846,3593381.470855713
463,2025,-4998.746908491012,3771.960428688675,39.7145919208574,1.950230832646331,2118974.510305032,-0.13742956226101044,58.25654803582924,Georgia,Asia,0.302995916168777,3637315.600989282
464,2030,1397.8643858204596,16184.035861500539,40.83990107172298,1.9485408079142617,2020602.8812860698,0.04076669502429019,58.92796344349471,Georgia,Asia,0.302995916168777,3428937.2366034687
465,2035,7794.4756801323965,28596.11129431147,41.96521022258861,1.9468507831821926,1922231.2522671074,0.24202245602065983,59.68626342618232,Georgia,Asia,0.302995916168777,3220558.8722176403
466,2040,14191.086974443868,41008.186727122404,43.09051937345424,1.9451607584501234,1823859.623248145,0.47112339176043067,60.549479637957106,Georgia,Asia,0.302995916168777,3012180.507831827
467,2050,26984.309563067276,65832.3375927452,45.34113767518551,1.9417807089859849,1627116.3652102202,1.0396879993462347,62.691741454237835,Georgia,Asia,0.302995916168777,2595423.779060185
468,2022,403307.11405301094,532028.679740727,47.65543113392778,1.5151466265538147,64015953.61774826,0.4866848292858938,77.25029480618683,Germany,Europe,0.15913960271131763,82868232.1256609
469,2025,332096.53998351283,512444.15663643926,48.20824402308324,1.5014014839241554,64932991.18549049,0.3969437944613192,77.61221453307401,Germany,Europe,0.3797929800732524,83663366.10305026
470,2030,356724.9793899432,552177.2955482285,49.75502885408082,1.5268549051937352,65810570.863149226,0.4235213736073341,78.13353417949494,Germany,Europe,0.3797929800732524,84228329.81286067
471,2035,381353.41879637353,591910.434460016,51.30181368507829,1.552308326463315,66688150.5408079,0.4497447887130504,78.64790689251575,Germany,Europe,0.3797929800732524,84793293.52267104
472,2040,405981.8582028039,631643.5733718053,52.84859851607587,1.5777617477328931,67565730.21846658,0.47562107213256855,79.15547061187627,Germany,Europe,0.3797929800732524,85358257.23248142
473,2050,455238.7370156646,711109.8511953838,55.942168178070915,1.6286685902720528,69320889.573784,0.526359454585453,80.15070480739828,Germany,Europe,0.3797929800732524,86488184.6521022
474,2022,695929.8637925088,5042.043708220124,21.923039363438875,3.570300500902249,18547770.842487335,2.1458704468219487,57.19127081056848,Ghana,Africa,0.16635892846276953,32431122.056934357
475,2025,707190.1797197051,-6174.608408903543,21.898268755152515,3.6154163231657037,19269810.379225016,2.1125970834390033,57.564918706462464,Ghana,Africa,1.9805788705094995,33474919.816158295
476,2030,752550.1496290229,-6360.511129431165,22.53594394064305,3.3204039571310773,21370429.531327248,2.076842224364384,58.97681426991018,Ghana,Africa,1.9805788705094995,36235306.697856665
477,2035,797910.119538337,-6546.413849958786,23.173619126133588,3.025391591096451,23471048.68342948,2.0461493213616704,60.18882222352677,Ghana,Africa,1.9805788705094995,38995693.579554796
478,2040,843270.0894476511,-6732.316570486393,23.811294311624067,2.7303792250618386,25571667.83553171,2.0195144758142445,61.24058473175062,Ghana,Africa,1.9805788705094995,41756080.461253166
479,2050,933990.0292662829,-7104.122011541636,25.08664468260514,2.1403544929925857,29772906.139736176,1.975575669286621,62.97564977200384,Ghana,Africa,1.9805788705094995,47276854.22464967
480,2022,3.3303154528257437,0.0,0.0,0.0,33237.27012042422,0.009812683492054403,97.93270831293385,Gibraltar,Europe,0.1652062918656391,33938.88588705007
481,2025,4.172300082440415,0.0,0.0,0.0,34432.68507831823,0.011850724425582262,97.80031494219236,Gibraltar,Europe,0.24035201530622408,35207.13107996702
482,2030,-20.12489694971009,0.0,0.0,0.0,35294.34789777413,-0.05579810264050489,97.85678165462896,Gibraltar,Europe,0.24035201530622408,36067.34995877987
483,2035,-44.42209398186242,0.0,0.0,0.0,36156.010717230034,-0.12029520323211773,97.91061760995949,Gibraltar,Europe,0.24035201530622408,36927.568837592786
484,2040,-68.71929101401474,0.0,0.0,0.0,37017.673536685936,-0.1818558194773073,97.96200247154094,Gibraltar,Europe,0.24035201530622408,37787.78771640564
485,2050,-117.31368507831758,0.0,0.0,0.0,38740.99917559774,-0.2969348374186726,98.05805933010606,Gibraltar,Europe,0.24035201530622408,39508.22547403135
486,2022,-80126.220726192,-40928.23628592491,45.43199131049914,1.2027004957602685,8985891.550694942,-0.7586359286414475,85.07851885998684,Greece,Europe,0.10773976395312336,10561880.567623615
487,2025,-87236.57378400676,-48233.21434460115,46.44344600164868,1.298920032976092,9202435.052761748,-0.82325471425027,86.8437137217894,Greece,Europe,0.3961335127150892,10596547.128606759
488,2030,-112566.23000824451,-64523.430750207044,48.107502061005675,1.2800412201154163,9439935.452184662,-1.0648545520096682,89.2999457848064,Greece,Europe,0.3961335127150892,10571042.758450123
489,2035,-137895.88623248227,-80813.64715581294,49.77155812036267,1.2611624072547407,9677435.851607576,-1.3076230075228719,91.76805863558769,Greece,Europe,0.3961335127150892,10545538.388293486
490,2040,-163225.54245671816,-97103.86356141884,51.435614179719664,1.2422835943940642,9914936.251030505,-1.5515685802471029,94.24813868412271,Greece,Europe,0.3961335127150892,10520034.01813685
491,2050,-213884.85490519367,-129684.29637263063,54.76372629843354,1.204525968672712,10389937.049876332,-2.0430254892808755,99.24455022460614,Greece,Europe,0.3961335127150892,10469025.277823577
492,2022,-47.501872277644,0.0,0.0,0.0,47968.15272311121,-0.08709842099202252,87.9533828828355,Greenland,Northern America,0.0616345111975376,54538.15549881756
493,2025,-26.67683429513636,0.0,0.0,0.0,50334.58862324816,-0.046919086781360225,88.52823035860806,Greenland,Northern America,0.13355550084423848,56857.10469909316
494,2030,-65.04286892003438,0.0,0.0,0.0,51195.779060181405,-0.1141035424892977,89.81184022568203,Greenland,Northern America,0.13355550084423848,57003.373866446826
495,2035,-103.40890354493058,0.0,0.0,0.0,52056.969497114595,-0.1809440935331312,91.08887953390382,Greenland,Northern America,0.13355550084423848,57149.6430338005
496,2040,-141.77493816982678,0.0,0.0,0.0,52918.15993404784,-0.24744337374730002,92.35939860467369,Greenland,Northern America,0.13355550084423848,57295.91220115417
497,2050,-218.507007419621,0.0,0.0,0.0,54640.54080791428,-0.37942852323062976,94.88107476322617,Greenland,Northern America,0.13355550084423848,57588.450535861506
498,2022,775.0309027354233,231.93422454502434,33.345808741563815,1.871312721003278,40044.712413989706,0.6853865226113399,35.41291849592866,Grenada,Latin America and the Caribbean,0.20915209069674748,113079.3905579783
499,2025,781.6982687551572,354.55070074196556,33.94699093157476,1.625877988458356,40944.300906842574,0.6803523490427722,35.63593833493529,Grenada,Latin America and the Caribbean,0.13915777201988908,114896.09315746091
500,2030,891.8359439406486,683.3759274526092,35.88866446826057,1.3274855729596027,42058.133553173975,0.7593392431704907,35.80971536123229,Grenada,Latin America and the Caribbean,0.13915777201988908,117448.9468260511
501,2035,1001.97361912614,1012.2011541632237,37.8303380049465,1.029093157460835,43171.966199505376,0.8349654880143922,35.976098709813265,Grenada,Latin America and the Caribbean,0.13915777201988908,120001.80049464141
502,2040,1112.111294311624,1341.0263808738673,39.77201154163242,0.7307007419620675,44285.798845836835,0.9074410938571067,36.135550418878545,Grenada,Latin America and the Caribbean,0.13915777201988908,122554.65416323172
503,2050,1332.3866446826069,1998.6768342951254,43.655358615004275,0.13391591096454647,46513.464138499636,1.043696437189162,36.43532228157559,Grenada,Latin America and the Caribbean,0.13915777201988908,127660.36150041223
504,2022,-757.3867549939896,-1562.7973919082433,46.28102332963317,2.2122481196947774,393353.15328764915,-0.19024961100667176,98.80722617312848,Guadeloupe,Latin America and the Caribbean,0.29064860505985063,398101.60503688455
505,2025,-2431.898598516127,-3045.8755152514495,46.45399835119542,2.1575267930750206,405696.251442704,-0.6061328365526887,101.11680635689477,Guadeloupe,Latin America and the Caribbean,1.0176023992910561,401215.451772465
506,2030,-3553.24814509484,-3488.394064303371,49.14793899422921,2.1434913437757626,407767.8033800494,-0.8862941315857985,101.71037778047537,Guadeloupe,Latin America and the Caribbean,1.0176023992910561,400910.7155812037
507,2035,-4674.597691673553,-3930.912613355322,51.84187963726299,2.1294558944765036,409839.35531739483,-1.1668816573312768,102.30485224946302,Guadeloupe,Latin America and the Caribbean,1.0176023992910561,400605.97938994237
